-239.0 NA
-243.07321400045103 NA
-244.61667294886138 NA
-250.52514924977407 NA
-239.9356265467549 NA
-232.9812070180545 NA
-229.24009152742326 NA
-240.3451424779125 NA
-238.00905223250962 NA
-235.795449441895 NA
-230.21340911605867 NA
-217.0826252666477 NA
-241.51163609722488 NA
-228.64717051909238 NA
-251.03000115921958 NA
-239.78779982752482 NA
-241.65014550887466 NA
-251.30263688647227 -233.30000270402564
-229.18768291386226 -310.07938367979045
-234.10267852369114 -250.26613720213112
-216.75409886861547 -244.68343508817756
-235.07535577169284 -205.42988054531844
-251.72279573546433 -266.43494471700535
-244.96131149515526 -229.64038034015547
-244.4785898294833 -230.7831968202246
-237.6738936448159 -285.9655609125834
-241.59084184281926 -226.41878528190307
-249.914554894112 -168.65937590431298
-236.884639291913 -206.92184101193595
-230.14302588780842 -173.88217701841876
-234.959929201088 -206.20991155747237
-230.26165579690218 -163.60492981497688
-232.1798657899818 -158.12331849934208
-236.76173121372167 -174.3305513311556
-239.11411098486874 -232.52399894659948
-220.1909808612296 -231.38150328986416
-223.5198274951628 -239.0299667085027
-226.84312534632613 -202.19832800701153
-243.32975350009042 -234.16130166917713
-242.79178116579172 -212.28595543179105
-217.70807032231102 -238.6125087707903
-225.50371288006838 -227.31214625699224
-213.71063729965917 -219.9745698058088
-209.13008031857657 -238.4720909008263
-204.02603438180097 -222.14664575017378
-204.26049045638274 -235.6447802902559
-213.50594837741767 -206.07695974724425
-233.58157169795396 -216.99504025130116
-230.07306117086918 -250.06005976006116
-212.05719823978936 -256.56232546837765
-211.31430632112546 -212.22110499916167
-208.86801264895493 -238.39989347062087
-218.29716075392068 -222.0703472370124
-220.3556289023181 -171.41864856792463
-211.21587428771002 -161.9087621550436
-221.36380959189174 -154.42619801145997
-203.61906057775212 -151.20402149145323
-224.4433628102492 -157.95065055310536
-207.03035730986252 -187.9011915097472
-209.55747082201256 -232.8642880153139
-233.79919842054483 -153.14427281490902
-218.95564637827493 -206.84338639192873
-217.66173066912572 -231.91752020941064
-221.9368973383911 -176.60683913568653
-214.3336298586049 -237.9380494458722
-218.33693486626854 -251.3717012182891
-212.53442970627717 -221.23106891656212
-208.11517970702346 -253.5213651341119
-213.3686240496084 -251.59566509823767
-225.40523771183078 -212.14966769077822
-206.2251048424402 -218.49934777242171
-222.60131263406876 -228.02841348690401
-217.7922953753068 -218.61031087177705
-223.93442353053706 -252.8686700746967
-218.8550634887342 -183.01245621459773
-213.81202450195013 -217.55169905508427
-214.48206729431388 -194.4777853850502
-211.53890237558224 -196.2071021629376
-197.15108107906016 -199.20526280260748
-222.94336547475828 -194.3859895223088
-212.19983442346881 -215.14184402042932
-208.016209990262 -213.2376855932433
-215.719764109681 -213.8176454476176
-221.26504974849115 -208.13562821625322
-210.7607581867049 -214.0459347802213
-227.85554621046805 -221.99782903186355
-225.69994759176532 -206.3347812810019
-216.60688822419618 -213.49098525690022
-203.68742725160018 -215.31805332772524
-219.9698631133656 -214.13457102716205
-214.20140676429688 -198.15137185341817
-228.99303446025917 -207.87975254291936
-234.46218555788673 -227.2581407315801
-208.49566336125997 -216.8555248291464
-242.49651153621767 -213.27260164311855
-230.82390832361446 -222.96986624868055
-228.48241859974738 -202.31114810170496
-194.3331212629422 -203.8996420227551
-268.3921559712292 -215.4158176349339
-220.841818612035 -220.42436847318808
-231.2533182525296 -202.25154946855542
-253.8993550606209 -211.50978652446767
-151.88807650755786 -206.078669730755
-214.20400384069063 -202.93320432593623
-215.27069874219805 -222.7351762593921
-148.10264298824222 -213.58327512147233
-217.1278287520326 -199.0400673712641
-228.33515070376086 -213.0622828068901
-214.86678073061165 -205.59784733176525
-204.94598220875937 -210.2481286584746
-214.18919128225178 -204.74521599972567
-219.99130053662049 -238.32199616116102
-202.86101213029465 -222.00387784407678
-208.54386861169766 -201.9232329027591
-212.3340069128659 -181.07949309985707
-224.00104486103993 -189.22271286457902
-213.70569914119605 -198.2715598538502
-205.8215339866667 -209.5450521694723
-224.5670153927004 -208.8745764746711
-219.1664565046168 -206.28960768344137
-221.96254109009791 -204.14404162600619
-209.81184383052778 -227.23931763683845
-216.92492839322634 -198.2863399093853
-215.65209084265507 -232.90057867951228
-219.4350895113069 -264.8118493127923
-216.48642565306983 -191.97665036510455
-223.3596091245317 -211.7438190932307
-206.18515026620068 -220.34648388352133
-213.57865529347356 -208.9396388731203
-204.17431727500497 -196.61808518153643
-214.17652541887762 -214.54780512549314
-223.16147714197587 -209.51206588252356
-215.97051656111796 -212.78541732234166
-221.50702704923776 -222.03729838912867
-220.20017617167696 -215.6511905686394
-197.10704360647304 -218.17274474255208
-206.5313225407013 -196.69688118328054
-191.85228824391 -214.14373833898523
-213.30647679477536 -200.5020025170137
-186.6227640164367 -216.650601109876
-216.1917171854517 -205.7153696355898
-209.5455741157293 -210.13043536151423
-187.5191991998109 -208.5719202922914
-217.8850145999961 -211.50723557516568
-207.92920675707586 -187.75035140892305
-198.66571915303143 -185.8747582692151
-199.40838221346496 -204.79808620648848
-190.2980922826207 -180.06574672449457
-199.69510261356066 -242.26334940908438
-207.10493516892177 -147.82496041806738
-191.5784070923087 -177.75924616811957
-209.0091608041686 -170.72526079794298
-195.7608036715352 -215.5940223211821
-205.22850020038322 -163.9695356894871
-187.2062516154623 -159.58275498008743
-199.81511170482702 -256.15947248241224
-189.73422086878705 -313.81783930058486
-193.68709619888665 -239.7809689518129
-180.1376931698201 -218.97049428660665
-193.578261244892 -151.30137322323355
-183.19125534636896 -152.06966090385095
-176.6469649714706 -147.23297990738496
-181.14830415281457 -215.20923436756857
-184.3753956282995 -147.38719301718297
-181.69161704449633 -146.6811057369281
-178.55292577100144 -143.20430088048946
-184.41226679487562 -221.0474983348093
-183.1692607154514 -252.56324835478074
-180.68608725005728 -254.79001940861855
-181.58173890463908 -190.28096451874165
-179.41246077019107 -156.590720425661
-175.38922951868145 -156.6295592747996
-180.94862177444747 -153.56103650930754
-170.91792331311234 -156.0283993738874
-180.93977076134647 -150.48122429838867
-178.3382737138281 -180.03755397761518
-173.9814402837318 -180.13163419278897
-165.41792629936648 -180.07584553662193
-168.57604623998978 -253.44812771960358
-178.78086449863318 -147.5882337475279
-173.83612584914016 -246.42132824669466
-182.41956460699032 -255.0078527425203
-174.8712753170901 -236.69004970213382
-172.9353379979515 -141.67158978018625
-179.39479649464351 -153.53175999965612
-171.54259891892752 -194.4460402084477
-175.18055881956238 -226.18270604812756
-173.19024034739223 -261.06919927095396
